,carat,cut,color,clarity,depth,table,price,x,y,z,clarity_num,color_num
15156,1.28,Premium,I,SI1,62.6,55.0,6093.0,6.97,6.93,4.35,2.0,1.0
15157,1.28,Premium,H,SI2,60.2,58.0,6093.0,7.13,7.03,4.26,1.0,2.0
15158,0.99,Very Good,F,VS2,61.8,57.0,6094.0,6.37,6.39,3.94,3.0,4.0
15159,1.04,Very Good,G,VS2,62.3,54.0,6095.0,6.49,6.55,4.06,3.0,3.0
15160,1.14,Ideal,H,VS2,62.6,56.0,6095.0,6.68,6.65,4.17,3.0,2.0
15161,1.14,Premium,H,VS2,60.2,58.0,6095.0,6.81,6.74,4.08,3.0,2.0
15162,1.54,Ideal,H,SI2,61.8,57.0,6095.0,7.43,7.35,4.57,1.0,2.0
15163,1.24,Ideal,H,SI1,62.5,56.0,6095.0,6.92,6.88,4.31,2.0,2.0
15164,1.31,Premium,H,VS2,59.6,58.0,6095.0,7.14,7.08,4.24,3.0,2.0
15165,1.05,Premium,G,VS2,63.0,57.0,6096.0,6.51,6.48,4.09,3.0,3.0
15166,1.44,Ideal,G,I1,63.2,55.0,6096.0,7.21,7.18,4.54,0.0,3.0
15167,1.08,Very Good,G,VS2,63.2,60.0,6096.0,6.53,6.44,4.1,3.0,3.0
15168,1.01,Ideal,D,SI1,63.0,57.0,6097.0,6.43,6.34,4.02,2.0,6.0
15169,1.0,Premium,G,VS1,60.9,60.0,6097.0,6.45,6.42,3.92,4.0,3.0
15170,1.29,Ideal,I,SI2,61.9,57.0,6097.0,6.99,7.04,4.34,1.0,1.0
15171,1.29,Ideal,J,SI1,61.5,57.0,6097.0,7.0,7.06,4.32,2.0,0.0
15172,1.01,Premium,F,VS2,59.9,61.0,6097.0,6.5,6.46,3.88,3.0,4.0
15173,1.01,Very Good,H,VVS2,63.3,57.0,6097.0,6.39,6.35,4.03,5.0,2.0
15174,1.01,Premium,F,VS2,61.1,59.0,6097.0,6.44,6.35,3.91,3.0,4.0
15175,1.01,Premium,F,VS2,62.0,59.0,6097.0,6.45,6.38,3.98,3.0,4.0
15176,1.01,Premium,F,VS2,63.0,58.0,6097.0,6.43,6.36,4.03,3.0,4.0
15177,1.01,Premium,F,VS2,62.4,58.0,6097.0,6.43,6.36,3.99,3.0,4.0
15178,1.01,Premium,F,VS2,62.7,58.0,6097.0,6.4,6.39,4.01,3.0,4.0
15179,1.01,Good,F,VS2,63.6,59.0,6097.0,6.36,6.32,4.03,3.0,4.0
15180,1.01,Premium,F,VS2,62.1,60.0,6097.0,6.43,6.36,3.97,3.0,4.0
15181,1.21,Premium,I,SI1,61.7,56.0,6098.0,6.87,6.82,4.22,2.0,1.0
15182,1.0,Very Good,F,VS1,58.1,62.0,6098.0,6.57,6.62,3.83,4.0,4.0
15183,1.0,Good,F,VS2,63.8,58.0,6098.0,6.28,6.32,4.02,3.0,4.0
15184,1.0,Very Good,F,VS1,58.4,63.0,6098.0,6.58,6.47,3.81,4.0,4.0
15185,1.2,Very Good,E,SI1,62.6,58.0,6098.0,6.73,6.78,4.23,2.0,5.0
15186,1.12,Very Good,E,SI1,61.3,63.0,6098.0,6.68,6.73,4.11,2.0,5.0
15187,1.21,Ideal,H,SI2,61.1,56.0,6098.0,6.92,6.87,4.21,1.0,2.0
15188,1.21,Premium,H,SI2,58.8,60.0,6098.0,6.99,6.95,4.1,1.0,2.0
15189,1.1,Premium,E,SI1,60.7,55.0,6098.0,6.75,6.66,4.07,2.0,5.0
15190,1.29,Very Good,I,VS2,61.3,58.0,6099.0,6.98,7.04,4.3,3.0,1.0
15191,1.23,Ideal,J,VS1,62.2,55.0,6100.0,6.83,6.86,4.26,4.0,0.0
15192,1.31,Very Good,J,VS1,63.7,55.0,6101.0,6.94,7.01,4.44,4.0,0.0
15193,1.07,Very Good,G,VS2,61.9,60.0,6101.0,6.48,6.55,4.03,3.0,3.0
15194,1.02,Very Good,E,VS2,60.3,60.0,6103.0,6.58,6.48,3.94,3.0,5.0
15195,1.02,Very Good,I,VS2,61.5,57.0,6104.0,6.4,6.44,3.95,3.0,1.0
15196,1.51,Good,J,SI2,58.1,64.0,6104.0,7.53,7.57,4.39,1.0,0.0
15197,1.01,Ideal,G,VS2,61.7,57.0,6104.0,6.48,6.45,3.99,3.0,3.0
15198,1.01,Very Good,G,VS2,61.9,56.0,6105.0,6.34,6.42,3.95,3.0,3.0
15199,1.21,Ideal,F,SI2,61.8,57.0,6105.0,6.87,6.82,4.23,1.0,4.0
15200,1.15,Ideal,H,SI1,62.4,54.0,6106.0,6.71,6.76,4.2,2.0,2.0
15201,1.01,Premium,D,VS2,59.2,56.0,6108.0,6.48,6.43,3.82,3.0,6.0
15202,1.01,Premium,G,VS2,60.6,61.0,6108.0,6.4,6.33,3.86,3.0,3.0
15203,1.01,Very Good,G,VS2,63.1,60.0,6108.0,6.36,6.31,4.0,3.0,3.0
15204,1.01,Premium,G,VS2,62.9,58.0,6108.0,6.39,6.3,3.99,3.0,3.0
15205,1.01,Ideal,G,VS2,62.4,56.0,6108.0,6.41,6.37,3.99,3.0,3.0
15206,1.01,Premium,G,VS2,58.5,61.0,6108.0,6.57,6.52,3.83,3.0,3.0
15207,1.01,Very Good,G,VS2,63.1,59.0,6108.0,6.4,6.37,4.03,3.0,3.0
15208,1.01,Premium,G,VS2,62.4,58.0,6108.0,6.41,6.38,3.99,3.0,3.0
15209,1.01,Ideal,G,VS2,61.8,56.0,6108.0,6.45,6.42,3.98,3.0,3.0
15210,1.01,Ideal,G,VS2,62.7,56.0,6108.0,6.43,6.39,4.02,3.0,3.0
15211,1.01,Ideal,G,VS2,61.9,55.0,6108.0,6.49,6.46,4.01,3.0,3.0
15212,1.01,Premium,G,VS2,62.0,59.0,6108.0,6.41,6.36,3.96,3.0,3.0
15213,1.01,Premium,G,VS2,61.6,60.0,6108.0,6.51,6.42,3.98,3.0,3.0
15214,1.47,Fair,F,SI2,65.9,59.0,6108.0,6.99,6.94,4.59,1.0,4.0
15215,1.01,Premium,G,VS2,62.1,54.0,6108.0,6.5,6.36,3.99,3.0,3.0
15216,1.01,Premium,G,VS2,61.5,60.0,6108.0,6.45,6.42,3.96,3.0,3.0
15217,1.01,Premium,G,VS2,59.2,59.0,6108.0,6.59,6.52,3.88,3.0,3.0
15218,1.01,Good,G,VS2,64.0,59.0,6109.0,6.27,6.33,4.03,3.0,3.0
15219,1.12,Ideal,H,VS2,61.8,55.0,6110.0,6.64,6.7,4.12,3.0,2.0
15220,1.15,Very Good,F,SI1,62.5,59.0,6110.0,6.62,6.69,4.16,2.0,4.0
15221,1.24,Ideal,F,SI2,61.7,57.0,6111.0,6.91,6.86,4.25,1.0,4.0
15222,1.07,Premium,D,SI1,60.2,55.0,6112.0,6.68,6.64,4.01,2.0,6.0
15223,1.62,Good,J,SI2,64.2,62.0,6112.0,7.33,7.41,4.73,1.0,0.0
15224,1.04,Ideal,D,SI1,61.9,57.0,6112.0,6.51,6.54,4.04,2.0,6.0
15225,1.18,Ideal,G,SI1,62.5,55.0,6112.0,6.77,6.74,4.22,2.0,3.0
15226,1.25,Very Good,H,SI1,62.4,55.0,6113.0,6.85,6.89,4.29,2.0,2.0
15227,1.01,Good,D,VS2,67.0,57.0,6113.0,6.11,6.22,4.13,3.0,6.0
15228,1.06,Ideal,E,SI1,61.8,56.0,6114.0,6.59,6.52,4.05,2.0,5.0
15229,1.0,Very Good,D,VS2,63.4,57.0,6115.0,6.36,6.32,4.02,3.0,6.0
15230,1.5,Very Good,I,SI2,63.2,52.0,6115.0,7.28,7.24,4.59,1.0,1.0
15231,1.0,Premium,G,VS1,62.0,62.0,6115.0,6.38,6.33,3.94,4.0,3.0
15232,1.0,Premium,G,VS1,59.2,60.0,6115.0,6.6,6.54,3.89,4.0,3.0
15233,1.0,Fair,F,VS1,64.8,61.0,6115.0,6.26,6.21,4.04,4.0,4.0
15234,1.0,Fair,F,VS1,65.0,59.0,6115.0,6.19,6.14,4.01,4.0,4.0
15235,1.12,Premium,H,VS1,61.6,58.0,6115.0,6.64,4.11,3.7,4.0,2.0
15236,1.04,Premium,D,SI1,59.9,56.0,6115.0,6.65,6.6,3.97,2.0,6.0
15237,1.0,Premium,G,VS1,60.6,59.0,6115.0,6.48,6.42,3.91,4.0,3.0
15238,1.27,Premium,I,VS2,62.6,59.0,6116.0,6.95,6.86,4.32,3.0,1.0
15239,1.29,Premium,G,SI2,61.1,59.0,6116.0,7.03,6.95,4.27,1.0,3.0
15240,1.33,Ideal,J,VS1,61.3,57.0,6118.0,7.11,7.08,4.35,4.0,0.0
15241,1.07,Very Good,E,VS2,62.5,57.0,6120.0,6.53,6.6,4.1,3.0,5.0
15242,1.22,Premium,E,SI2,61.5,58.0,6121.0,6.86,6.84,4.21,1.0,5.0
15243,1.22,Premium,E,SI2,62.5,55.0,6121.0,6.9,6.82,4.29,1.0,5.0
15244,1.1,Premium,G,VS2,59.6,60.0,6121.0,6.72,6.7,4.0,3.0,3.0
15245,1.22,Premium,I,VS1,61.1,58.0,6121.0,6.91,6.84,4.2,4.0,1.0
15246,1.04,Premium,G,VS2,60.0,58.0,6122.0,6.62,6.54,3.95,3.0,3.0
15247,1.04,Premium,G,VS2,62.2,58.0,6122.0,6.49,6.4,4.01,3.0,3.0
15248,1.03,Ideal,H,VS2,61.2,56.0,6123.0,6.5,6.53,3.98,3.0,2.0
15249,1.07,Premium,D,SI1,63.0,57.0,6124.0,6.57,6.47,4.11,2.0,6.0
15250,0.9,Good,F,VVS1,64.2,56.0,6124.0,6.07,6.02,3.88,6.0,4.0
15251,1.35,Ideal,J,SI1,61.9,56.0,6124.0,7.1,7.08,4.39,2.0,0.0
15252,1.24,Premium,F,SI1,62.6,59.0,6125.0,6.86,6.76,4.26,2.0,4.0
15253,1.21,Very Good,D,SI2,62.3,59.0,6125.0,6.74,6.78,4.21,1.0,6.0
15254,1.24,Premium,F,SI1,61.4,62.0,6125.0,6.94,6.88,4.24,2.0,4.0
15255,1.02,Very Good,G,VS1,62.0,59.0,6126.0,6.39,6.45,3.98,4.0,3.0
15256,1.29,Very Good,D,SI2,61.9,58.0,6126.0,6.99,7.03,4.34,1.0,6.0
15257,1.01,Good,G,VS2,62.7,60.0,6126.0,6.27,6.32,3.95,3.0,3.0
15258,1.53,Premium,J,SI1,60.1,59.0,6126.0,7.52,7.5,4.51,2.0,0.0
15259,1.19,Very Good,G,SI1,62.8,57.0,6127.0,6.71,6.77,4.23,2.0,3.0
15260,1.01,Very Good,E,VS2,62.7,60.0,6128.0,6.31,6.38,3.98,3.0,5.0
15261,1.06,Ideal,G,VS2,61.8,57.0,6128.0,6.52,6.56,4.04,3.0,3.0
15262,1.11,Ideal,D,SI2,61.3,56.0,6129.0,6.68,6.74,4.12,1.0,6.0
15263,1.52,Fair,H,SI2,64.9,58.0,6129.0,7.16,7.13,4.64,1.0,2.0
15264,1.2,Premium,H,SI1,58.9,60.0,6129.0,7.02,6.94,4.11,2.0,2.0
15265,1.2,Premium,H,SI1,61.0,58.0,6129.0,6.92,6.84,4.2,2.0,2.0
15266,1.2,Premium,H,SI1,61.2,57.0,6129.0,6.91,6.78,4.19,2.0,2.0
15267,1.2,Premium,H,SI1,62.9,56.0,6129.0,6.8,6.74,4.26,2.0,2.0
15268,1.2,Premium,H,SI1,62.1,58.0,6129.0,6.77,6.72,4.19,2.0,2.0
15269,1.2,Very Good,E,SI2,61.4,58.0,6130.0,6.81,6.88,4.2,1.0,5.0
15270,1.05,Very Good,H,VS1,59.5,56.0,6132.0,6.62,6.68,3.96,4.0,2.0
15271,1.01,Very Good,E,SI1,63.6,56.0,6132.0,6.3,6.37,4.03,2.0,5.0
15272,1.12,Very Good,D,SI1,59.9,57.0,6132.0,6.76,6.8,4.06,2.0,6.0
15273,1.5,Premium,H,SI2,61.5,58.0,6132.0,7.38,7.32,4.52,1.0,2.0
15274,1.01,Ideal,G,VS2,59.8,61.0,6132.0,6.51,6.54,3.9,3.0,3.0
15275,1.01,Ideal,G,VS2,60.4,61.0,6132.0,6.45,6.5,3.91,3.0,3.0
15276,1.22,Ideal,F,SI2,61.7,54.9,6132.0,6.84,6.9,4.24,1.0,4.0
15277,1.01,Ideal,E,SI1,61.1,55.0,6132.0,6.47,6.52,3.97,2.0,5.0
15278,1.0,Premium,H,VVS1,62.3,60.0,6132.0,6.36,6.28,3.94,6.0,2.0
15279,1.5,Premium,I,SI2,62.9,57.0,6132.0,7.28,7.26,4.57,1.0,1.0
15280,1.16,Premium,G,SI1,62.5,58.0,6132.0,6.73,6.68,4.19,2.0,3.0
15281,1.04,Ideal,H,VS2,62.2,57.0,6133.0,6.46,6.49,4.03,3.0,2.0
15282,1.0,Ideal,H,VS2,61.2,60.0,6133.0,6.4,6.45,3.93,3.0,2.0
15283,1.13,Ideal,G,SI1,62.0,55.0,6133.0,6.68,6.71,4.15,2.0,3.0
15284,1.09,Ideal,D,SI1,61.9,57.0,6133.0,6.57,6.61,4.08,2.0,6.0
15285,1.09,Ideal,D,SI1,62.7,56.0,6133.0,6.55,6.59,4.12,2.0,6.0
15286,1.24,Very Good,I,VS2,60.0,58.0,6134.0,6.98,7.03,4.2,3.0,1.0
15287,1.21,Ideal,H,VS2,63.0,57.0,6134.0,6.73,6.7,4.23,3.0,2.0
15288,1.21,Ideal,I,VS2,62.0,60.0,6135.0,6.77,6.84,4.22,3.0,1.0
15289,1.66,Ideal,F,I1,62.1,58.0,6135.0,7.6,7.56,4.71,0.0,4.0
15290,1.31,Premium,J,VS2,60.7,58.0,6137.0,7.1,7.07,4.3,3.0,0.0
15291,1.04,Very Good,D,SI1,58.9,58.0,6138.0,6.66,6.69,3.93,2.0,6.0
15292,1.51,Very Good,E,I1,62.0,58.0,6139.0,7.31,7.37,4.55,0.0,5.0
15293,1.17,Ideal,G,VS2,61.5,57.0,6139.0,6.86,6.8,4.2,3.0,3.0
15294,1.4,Ideal,J,SI1,62.7,57.0,6139.0,7.13,7.09,4.46,2.0,0.0
15295,1.3,Very Good,H,SI2,62.8,58.0,6140.0,6.93,7.01,4.38,1.0,2.0
15296,1.2,Ideal,D,SI2,60.2,57.0,6140.0,6.88,6.93,4.16,1.0,6.0
15297,1.29,Premium,I,SI1,62.1,57.0,6140.0,7.03,6.92,4.33,2.0,1.0
15298,1.29,Premium,I,SI1,62.1,58.0,6140.0,7.07,6.91,4.34,2.0,1.0
15299,1.29,Premium,I,SI1,62.2,58.0,6140.0,7.03,6.96,4.35,2.0,1.0
15300,1.29,Premium,I,SI1,62.0,59.0,6140.0,7.03,6.98,4.34,2.0,1.0
15301,1.29,Good,D,SI2,57.9,59.0,6140.0,7.22,7.18,4.17,1.0,6.0
15302,1.04,Very Good,H,VS1,61.2,55.0,6141.0,6.54,6.56,4.01,4.0,2.0
15303,1.12,Ideal,I,SI1,60.3,57.0,6143.0,6.74,6.79,4.08,2.0,1.0
15304,1.14,Premium,G,VS2,61.9,58.0,6144.0,6.68,6.72,4.15,3.0,3.0
15305,1.4,Very Good,J,SI1,63.5,58.0,6145.0,7.05,7.09,4.49,2.0,0.0
15306,1.24,Premium,G,SI1,58.9,58.0,6145.0,7.08,6.98,4.14,2.0,3.0
15307,1.03,Ideal,G,VS2,59.6,57.0,6146.0,6.65,6.6,3.95,3.0,3.0
15308,1.05,Premium,G,VS1,61.8,58.0,6146.0,6.54,6.51,4.03,4.0,3.0
15309,1.1,Ideal,F,SI1,61.4,55.0,6146.0,6.65,6.68,4.09,2.0,4.0
15310,1.03,Premium,G,VS2,62.1,57.0,6146.0,6.48,6.41,4.0,3.0,3.0
15311,1.03,Premium,G,VS2,62.3,57.0,6146.0,6.51,6.43,4.03,3.0,3.0
15312,1.4,Premium,E,SI2,62.4,57.0,6147.0,7.17,7.12,4.46,1.0,5.0
15313,1.96,Fair,I,I1,66.8,55.0,6147.0,7.62,7.6,5.08,0.0,1.0
15314,1.32,Good,J,VS1,62.6,62.0,6147.0,6.92,7.01,4.36,4.0,0.0
15315,1.37,Very Good,G,SI2,62.4,58.0,6148.0,7.0,7.1,4.4,1.0,3.0
15316,1.3,Very Good,F,SI2,61.1,58.0,6149.0,6.98,7.02,4.28,1.0,4.0
15317,1.3,Very Good,F,SI2,61.1,58.0,6149.0,6.98,7.02,4.28,1.0,4.0
15318,1.22,Premium,I,VS2,60.6,58.0,6149.0,6.93,6.89,4.19,3.0,1.0
15319,2.08,Premium,H,I1,61.7,57.0,6150.0,8.23,8.18,5.06,0.0,2.0
15320,1.23,Premium,H,VS2,58.5,62.0,6150.0,7.0,6.98,4.09,3.0,2.0
15321,1.04,Good,G,VS1,58.9,64.0,6151.0,6.6,6.64,3.9,4.0,3.0
15322,1.01,Very Good,G,VS1,62.8,58.0,6152.0,6.34,6.37,3.99,4.0,3.0
15323,1.01,Very Good,G,VS1,61.9,58.0,6152.0,6.42,6.5,4.0,4.0,3.0
15324,1.23,Ideal,H,SI2,62.4,57.0,6152.0,6.79,6.84,4.25,1.0,2.0
15325,1.33,Good,D,SI2,59.0,64.0,6152.0,7.22,7.12,4.23,1.0,6.0
15326,1.22,Premium,H,SI1,62.4,58.0,6153.0,6.82,6.77,4.24,2.0,2.0
15327,1.03,Very Good,F,VS2,62.3,59.0,6153.0,6.39,6.45,4.0,3.0,4.0
15328,1.09,Premium,G,VS2,60.6,62.0,6153.0,6.68,6.58,4.02,3.0,3.0
15329,1.0,Premium,F,VS2,62.5,54.0,6154.0,6.33,6.3,3.95,3.0,4.0
15330,1.22,Premium,I,VS2,59.3,59.0,6156.0,7.01,6.96,4.14,3.0,1.0
15331,1.51,Fair,I,SI2,66.0,57.0,6156.0,7.14,7.0,4.7,1.0,1.0
15332,1.19,Very Good,D,SI2,61.1,58.0,6157.0,6.84,6.88,4.19,1.0,6.0
15333,1.02,Ideal,D,SI1,61.3,56.0,6157.0,6.48,6.53,3.99,2.0,6.0
15334,1.36,Premium,J,VS2,58.4,59.0,6157.0,7.4,7.27,4.28,3.0,0.0
15335,1.02,Ideal,D,SI1,62.8,56.0,6158.0,6.44,6.39,4.03,2.0,6.0
15336,1.01,Ideal,G,VS2,61.6,57.0,6159.0,6.41,6.44,3.96,3.0,3.0
15337,1.01,Very Good,F,VS2,62.7,56.0,6159.0,6.37,6.43,4.01,3.0,4.0
15338,1.01,Very Good,F,VS2,62.5,59.0,6159.0,6.38,6.42,4.0,3.0,4.0
15339,1.01,Very Good,F,VS2,62.0,59.0,6159.0,6.38,6.42,3.97,3.0,4.0
15340,1.01,Very Good,F,VS2,61.5,57.0,6159.0,6.4,6.48,3.96,3.0,4.0
15341,1.01,Good,F,VS2,63.1,60.0,6159.0,6.29,6.39,4.0,3.0,4.0
15342,1.01,Very Good,F,VS2,61.3,61.0,6159.0,6.34,6.38,3.9,3.0,4.0
15343,1.01,Very Good,F,VS2,61.7,57.0,6159.0,6.39,6.44,3.96,3.0,4.0
15344,1.01,Premium,F,VS2,60.7,60.0,6159.0,6.51,6.58,3.97,3.0,4.0
15345,1.01,Good,E,VS1,65.8,55.0,6159.0,6.2,6.23,4.09,4.0,5.0
15346,1.18,Premium,H,SI1,61.6,59.0,6159.0,6.82,6.72,4.17,2.0,2.0
15347,1.0,Premium,G,VS2,61.9,58.0,6160.0,6.45,6.41,3.98,3.0,3.0
15348,1.2,Ideal,G,SI1,61.5,54.0,6160.0,6.85,6.87,4.22,2.0,3.0
15349,1.0,Good,E,VS2,57.4,58.0,6160.0,6.61,6.57,3.78,3.0,5.0
15350,1.27,Very Good,H,SI1,63.2,56.0,6162.0,6.92,6.88,4.36,2.0,2.0
15351,1.0,Good,D,VS2,65.7,55.0,6163.0,6.17,6.22,4.07,3.0,6.0
15352,1.01,Premium,G,VS1,62.4,59.0,6163.0,6.38,6.35,3.97,4.0,3.0
15353,1.17,Premium,H,VS2,62.4,57.0,6163.0,6.74,6.69,4.19,3.0,2.0
15354,1.03,Very Good,G,VS2,62.9,56.0,6164.0,6.43,6.45,4.05,3.0,3.0
15355,1.28,Premium,I,SI1,60.0,60.0,6164.0,7.08,6.99,4.22,2.0,1.0
15356,1.28,Premium,H,SI2,62.0,57.0,6164.0,7.0,6.94,4.32,1.0,2.0
15357,1.01,Premium,F,VS2,63.0,58.0,6165.0,6.4,6.34,4.01,3.0,4.0
15358,1.05,Ideal,H,VS2,62.6,56.0,6165.0,6.45,6.5,4.05,3.0,2.0
15359,1.23,Good,I,SI1,60.7,61.0,6165.0,6.91,6.93,4.2,2.0,1.0
15390,1.29,Very Good,I,VS2,62.8,58.0,6166.0,6.89,6.93,4.34,3.0,1.0
15391,1.04,Very Good,F,VS2,59.6,62.0,6166.0,6.56,6.62,3.93,3.0,4.0
15392,1.04,Very Good,H,VVS2,59.1,60.0,6166.0,6.6,6.66,3.92,5.0,2.0
15393,1.1,Ideal,F,VS2,60.0,57.0,6166.0,6.76,6.71,4.04,3.0,4.0
15394,1.2,Very Good,I,VS1,62.4,56.0,6167.0,6.78,6.74,4.22,4.0,1.0
15395,1.08,Very Good,G,VS2,62.0,57.0,6168.0,6.52,6.55,4.05,3.0,3.0
15396,1.12,Ideal,E,SI2,61.6,56.0,6168.0,6.69,6.71,4.13,1.0,5.0
15397,1.02,Very Good,G,VS2,63.4,59.0,6169.0,6.32,6.3,4.0,3.0,3.0
15398,1.2,Ideal,H,SI1,61.9,54.0,6169.0,6.8,6.86,4.23,2.0,2.0
15399,1.06,Very Good,E,SI1,59.8,56.0,6169.0,6.63,6.67,3.98,2.0,5.0
15400,1.02,Premium,G,VS2,62.7,58.0,6169.0,6.45,6.4,4.03,3.0,3.0
15401,1.02,Very Good,G,VS2,63.2,57.0,6169.0,6.41,6.38,4.04,3.0,3.0
15402,1.02,Ideal,G,VS2,62.8,57.0,6169.0,6.46,6.41,4.04,3.0,3.0
15403,1.02,Premium,G,VS2,59.2,59.0,6169.0,6.66,6.58,3.92,3.0,3.0
15404,1.02,Premium,G,VS2,62.1,59.0,6169.0,6.47,6.41,4.0,3.0,3.0
15405,1.02,Premium,G,VS2,60.5,54.0,6169.0,6.57,6.48,3.95,3.0,3.0
15406,1.02,Premium,G,VS2,59.8,58.0,6169.0,6.58,6.54,3.92,3.0,3.0
15407,1.02,Ideal,G,VS2,61.9,53.0,6169.0,6.5,6.48,4.02,3.0,3.0
15408,1.32,Premium,I,SI1,62.3,58.0,6171.0,6.98,7.01,4.36,2.0,1.0
15409,1.32,Premium,I,SI1,62.2,58.0,6171.0,6.99,7.04,4.36,2.0,1.0
15410,1.51,Very Good,J,SI2,63.2,58.0,6171.0,7.28,7.25,4.59,1.0,0.0
15411,1.23,Premium,E,SI2,62.4,60.0,6172.0,6.82,6.78,4.24,1.0,5.0
15412,1.51,Premium,I,SI2,61.3,55.0,6173.0,7.41,7.36,4.53,1.0,1.0
15413,1.04,Ideal,G,VVS2,61.4,57.0,6173.0,6.52,6.44,3.98,5.0,3.0
15414,1.05,Good,D,SI1,63.7,59.0,6174.0,6.42,6.38,4.08,2.0,6.0
15415,1.05,Premium,D,SI1,59.3,58.0,6174.0,6.74,6.68,3.98,2.0,6.0
15416,1.28,Good,G,SI1,57.6,62.0,6175.0,7.17,7.13,4.12,2.0,3.0
15417,1.49,Ideal,F,I1,62.6,54.0,6175.0,7.31,7.28,4.57,0.0,4.0
15418,1.38,Premium,J,VS2,60.2,59.0,6175.0,7.29,7.19,4.36,3.0,0.0
15419,1.01,Good,D,VS2,64.2,60.0,6176.0,6.35,6.32,4.07,3.0,6.0
15420,1.01,Fair,D,VS2,65.6,61.0,6176.0,6.21,6.16,4.06,3.0,6.0
15421,1.01,Premium,F,VS1,62.6,58.0,6176.0,6.48,6.37,4.02,4.0,4.0
15422,1.01,Ideal,G,VS1,62.9,57.0,6176.0,6.43,6.39,4.03,4.0,3.0
15423,1.01,Good,D,VS2,64.0,58.0,6176.0,6.3,6.24,4.01,3.0,6.0
15424,1.01,Premium,D,SI1,62.0,60.0,6176.0,6.4,6.37,3.96,2.0,6.0
15425,1.04,Ideal,G,VS2,62.6,55.0,6177.0,6.45,6.49,4.05,3.0,3.0
15426,1.04,Ideal,G,VS2,61.4,57.0,6177.0,6.5,6.53,4.0,3.0,3.0
15427,1.04,Very Good,G,VS2,61.9,57.0,6177.0,6.46,6.5,4.01,3.0,3.0
15428,1.04,Premium,G,VS2,62.5,58.0,6177.0,6.43,6.47,4.03,3.0,3.0
15429,1.2,Very Good,H,VS1,62.0,57.0,6177.0,6.77,6.81,4.21,4.0,2.0
15430,1.04,Very Good,G,VS2,61.8,56.0,6177.0,6.47,6.5,4.01,3.0,3.0
15431,1.0,Good,G,VS1,62.4,62.0,6177.0,6.33,6.37,3.96,4.0,3.0
15432,1.11,Good,E,SI1,61.4,57.5,6178.0,6.62,6.66,4.08,2.0,5.0
15433,1.03,Ideal,F,SI1,62.4,57.0,6178.0,6.48,6.44,4.03,2.0,4.0
15434,1.21,Ideal,H,SI1,61.1,57.0,6180.0,6.91,6.83,4.2,2.0,2.0
15435,1.21,Premium,H,SI1,61.8,58.0,6180.0,6.83,6.79,4.21,2.0,2.0
15436,1.05,Premium,G,VS2,62.8,58.0,6181.0,6.48,6.44,4.06,3.0,3.0
15437,1.37,Premium,F,SI2,62.8,57.0,6181.0,7.12,7.08,4.46,1.0,4.0
15438,1.05,Premium,G,VS2,61.8,58.0,6181.0,6.59,6.52,4.05,3.0,3.0
15439,1.2,Premium,F,VS2,61.4,58.0,6182.0,6.8,6.75,4.16,3.0,4.0
15440,1.2,Good,H,SI1,64.2,60.0,6182.0,6.68,6.62,4.27,2.0,2.0
15441,1.0,Good,F,VS2,63.2,59.0,6183.0,6.3,6.35,4.0,3.0,4.0
15442,1.0,Very Good,F,VS2,62.2,57.0,6183.0,6.4,6.43,3.99,3.0,4.0
15443,1.0,Good,H,VVS1,63.5,60.0,6183.0,6.3,6.36,4.02,6.0,2.0
15444,1.0,Very Good,F,VS2,62.9,59.0,6183.0,6.4,6.47,4.02,3.0,4.0
15445,1.53,Premium,G,I1,62.8,58.0,6183.0,7.39,7.28,4.61,0.0,3.0
15446,1.23,Ideal,I,SI1,61.1,58.0,6183.0,6.86,6.91,4.21,2.0,1.0
15447,1.03,Premium,E,VS2,62.5,59.0,6183.0,6.44,6.42,4.02,3.0,5.0
15448,1.03,Ideal,F,SI1,62.1,56.0,6183.0,6.5,6.46,4.03,2.0,4.0
15449,1.22,Premium,H,VS2,62.7,59.0,6184.0,6.82,6.81,4.27,3.0,2.0
15450,1.54,Ideal,G,I1,61.6,55.0,6186.0,7.4,7.43,4.57,0.0,3.0
15451,1.26,Ideal,J,VVS1,61.4,60.0,6186.0,6.92,6.95,4.26,6.0,0.0
15452,1.0,Good,G,VS1,63.9,60.0,6187.0,6.3,6.35,4.04,4.0,3.0
15453,1.3,Premium,I,SI1,58.1,59.0,6188.0,7.19,7.16,4.17,2.0,1.0
15454,1.21,Very Good,H,VS2,62.9,57.0,6189.0,6.75,6.8,4.26,3.0,2.0
15455,1.21,Very Good,H,VS2,62.9,57.0,6189.0,6.75,6.8,4.26,3.0,2.0
15456,1.0,Good,D,VS2,60.8,61.0,6189.0,6.33,6.4,3.87,3.0,6.0
15457,1.0,Good,D,VS2,62.8,61.0,6189.0,6.31,6.34,3.97,3.0,6.0
15458,1.0,Very Good,D,VS2,61.2,61.0,6190.0,6.35,6.39,3.9,3.0,6.0
15459,1.21,Very Good,G,SI1,62.2,60.0,6190.0,6.71,6.73,4.18,2.0,3.0
15460,1.33,Ideal,J,VS1,62.4,55.0,6190.0,7.02,7.05,4.39,4.0,0.0
15461,1.21,Ideal,D,SI2,62.0,57.0,6190.0,6.81,6.83,4.23,1.0,6.0
15462,1.18,Ideal,I,VS2,62.3,55.6,6191.0,6.73,6.76,4.21,3.0,1.0
